,PLAYER,FIRST_NAME,LAST_NAME,POS,YEAR,RNK,STAR,247_SCORE,COLLEGE,CITY,STATE,LAT,LNG,HIGH_SCHOOL
197,Edwin Hooper,Edwin,Hooper,WDE,2011,2488,2,0.7333,Rice,Texarkana,TX,33.425125,-94.0476882,Texas High
198,Trey Norman,Trey,Norman,ATH,2011,2550,2,0.7333,Wyoming,Texarkana,TX,33.425125,-94.0476882,Liberty-Eylau
199,John Michael McGee,John,Michael McGee,OG,2012,168,4,0.9312,Oklahoma,Texarkana,TX,33.425125,-94.0476882,Texas High
200,Nick Reed,Nick,Reed,FB,2012,1818,2,0.7942,SMU,Texarkana,TX,33.425125,-94.0476882,Pleasant Grove
201,Lucas Wacha,Lucas,Wacha,OLB,2012,3052,2,0.7,Wyoming,Texarkana,TX,33.425125,-94.0476882,Pleasant Grove
202,Chris Galippo,Chris,Galippo,ILB,2007,6,5,0.9975,USC,Anaheim,CA,33.8347516,-117.911732,Servite
203,Garett Pendergast,Garett,Pendergast,DT,2007,684,3,0.8463,Boise State,Anaheim,CA,33.8347516,-117.911732,Servite
204,Kevin Goessling,Kevin,Goessling,ATH,2007,942,3,0.8333,Fresno State,Anaheim,CA,33.8347516,-117.911732,Servite
205,Matt Kalil,Matt,Kalil,OT,2008,20,5,0.9892,USC,Anaheim,CA,33.8347516,-117.911732,Servite
206,D.J.  Shoemate,D.J., Shoemate,WR,2008,54,4,0.9755,USC,Anaheim,CA,33.8347516,-117.911732,Servite
207,Evan Huahulu,Evan,Huahulu,OG,2008,1746,2,0.7667,SMU,Anaheim,CA,33.8347516,-117.911732,Servite
208,Quintin Hunter,Quintin,Hunter,ATH,2009,589,3,0.8674,Virginia,Anaheim,CA,33.8347516,-117.911732,Orange County Christian School
209,Mike Loftus,Mike,Loftus,K,2009,1786,2,0.7889,SMU,Anaheim,CA,33.8347516,-117.911732,Servite
210,Kirifi Taula,Kirifi,Taula,DT,2010,454,3,0.8773,Arizona,Anaheim,CA,33.8347516,-117.911732,Servite
211,Cody Fajardo,Cody,Fajardo,DUAL,2010,1656,3,0.8198,Nevada,Anaheim,CA,33.8347516,-117.911732,Servite
212,Troy Niklas,Troy,Niklas,SDE,2011,179,4,0.9187,Notre Dame,Anaheim,CA,33.8347516,-117.911732,Servite
213,Travis Averill,Travis,Averill,OG,2012,549,3,0.8756,Boise State,Anaheim,CA,33.8347516,-117.911732,Servite
214,Butch Pauu,Butch,Pauu,OLB,2012,769,3,0.858,Brigham Young,Anaheim,CA,33.8347516,-117.911732,Servite
215,Jherremya Leuta-Douyere,Jherremya,Leuta-Douyere,WDE,2012,1632,3,0.8054,Brigham Young,Anaheim,CA,33.8347516,-117.911732,Servite
216,Terrance Toliver,Terrance,Toliver,WR,2007,8,5,0.9965,LSU,Hempstead,TX,30.0974405,-96.0782918,Hempstead
217,Chris Tate,Chris,Tate,CB,2007,760,3,0.8385,Houston,Hempstead,TX,30.0974405,-96.0782918,Hempstead
218,Tylond Robertson,Tylond,Robertson,WDE,2011,1893,2,0.7667,N/A,Hempstead,TX,30.0974405,-96.0782918,Hempstead
219,Trent Momon,Trent,Momon,WR,2012,605,3,0.8714,N/A,Hempstead,TX,30.0974405,-96.0782918,Hempstead
220,Everson Griffen,Everson,Griffen,SDE,2007,9,5,0.996,USC,Avondale,AZ,33.4359175,-112.3405021,Agua Fria
221,Noel Devine,Noel,Devine,RB,2007,10,5,0.9957,West Virginia,North Fort Myers,FL,26.7107495,-81.81301046,North Fort Myers
222,Quenton Washington,Quenton,Washington,CB,2007,1161,3,0.8111,USF,North Fort Myers,FL,26.7107495,-81.81301046,North Fort Myers
223,Tommy Bohanon,Tommy,Bohanon,FB,2009,1265,3,0.8333,Wake Forest,North Fort Myers,FL,26.7107495,-81.81301046,North Fort Myers
224,Tre Boston,Tre,Boston,CB,2010,818,3,0.859,North Carolina,North Fort Myers,FL,26.7107495,-81.81301046,North Fort Myers
225,Tray Allen,Tray,Allen,OG,2007,11,5,0.9948,Texas,Grand Prairie,TX,32.657368,-97.02846624,South Grand Prairie
226,Trae Johnson,Trae,Johnson,WR,2007,1418,2,0.7889,Tulsa,Grand Prairie,TX,32.657368,-97.02846624,South Grand Prairie
227,Julian Shankle,Julian,Shankle,RB,2007,1842,2,0.7444,Louisiana-Lafayette,Grand Prairie,TX,32.657368,-97.02846624,South Grand Prairie
228,Tim Wlodarczyk,Tim,Wlodarczyk,ILB,2007,2088,2,0.7222,Utah State,Grand Prairie,TX,32.657368,-97.02846624,South Grand Prairie
229,Josh Arauco,Josh,Arauco,K,2007,2194,2,0.7,Arkansas State,Grand Prairie,TX,32.657368,-97.02846624,Grand Prairie
230,Carson Wiggs,Carson,Wiggs,K,2008,833,3,0.8431,Purdue,Grand Prairie,TX,32.657368,-97.02846624,South Grand Prairie
231,Jonathan Gill,Jonathan,Gill,OG,2008,2004,2,0.7222,Louisiana-Monroe,Grand Prairie,TX,32.657368,-97.02846624,South Grand Prairie
232,Patrick Nkwopara,Patrick,Nkwopara,OLB,2009,772,3,0.8573,Texas,Grand Prairie,TX,32.657368,-97.02846624,South Grand Prairie
233,Thomas Ferguson,Thomas,Ferguson,CB,2009,775,3,0.8573,Kansas State,Grand Prairie,TX,32.657368,-97.02846624,South Grand Prairie
234,Randall Dent,Randall,Dent,WR,2009,963,3,0.8497,Kansas,Grand Prairie,TX,32.657368,-97.02846624,South Grand Prairie
235,Kindred Evans,Kindred,Evans,WDE,2011,708,3,0.8512,Texas Tech,Grand Prairie,TX,32.657368,-97.02846624,South Grand Prairie
236,Roy Robertson,Roy,Robertson,SDE,2011,1778,2,0.7667,UTEP,Grand Prairie,TX,32.657368,-97.02846624,South Grand Prairie
237,Leslie Evans,Leslie,Evans,ILB,2011,2003,2,0.7667,N/A,Grand Prairie,TX,32.657368,-97.02846624,South Grand Prairie
238,Jared Johnson,Jared,Johnson,PRO,2012,1164,3,0.8331,N/A,Grand Prairie,TX,32.657368,-97.02846624,South Grand Prairie
239,Travis Wiggins,Travis,Wiggins,OT,2012,1651,3,0.8046,N/A,Grand Prairie,TX,32.657368,-97.02846624,South Grand Prairie
240,De'Vante Lacy,De'Vante,Lacy,WR,2012,1671,3,0.8033,N/A,Grand Prairie,TX,32.657368,-97.02846624,Grand Prairie
241,Abraham Hall,Abraham,Hall,S,2012,1884,2,0.7899,N/A,Grand Prairie,TX,32.657368,-97.02846624,South Grand Prairie
242,Leonard Aikens,Leonard,Aikens,RB,2012,2249,2,0.7667,N/A,Grand Prairie,TX,32.657368,-97.02846624,South Grand Prairie
243,Josh Oglesby,Josh,Oglesby,OT,2007,13,5,0.9936,Wisconsin,Milwaukee,WI,43.0349931,-87.922497,Saint Francis
244,Brandon Brooks,Brandon,Brooks,OT,2007,559,3,0.8556,Miami (OH),Milwaukee,WI,43.0349931,-87.922497,Riverside
245,Nick Bellore,Nick,Bellore,ATH,2007,1544,2,0.7674,Central Michigan,Milwaukee,WI,43.0349931,-87.922497,Whitefish Bay
246,Christopher Hagerup,Christopher,Hagerup,PRO,2007,1686,2,0.7667,Indiana,Milwaukee,WI,43.0349931,-87.922497,Whitefish Bay
247,Kevin Zeitler,Kevin,Zeitler,OG,2008,691,3,0.8556,Wisconsin,Milwaukee,WI,43.0349931,-87.922497,Wisconsin Lutheran
248,Shane Covington,Shane,Covington,RB,2008,1023,3,0.8323,Indiana,Milwaukee,WI,43.0349931,-87.922497,Riverside
249,Michael Trotter,Michael,Trotter,S,2010,713,3,0.8639,Wisconsin,Milwaukee,WI,43.0349931,-87.922497,Marquette University
250,Will Hagerup,Will,Hagerup,K,2010,865,3,0.8573,Michigan,Milwaukee,WI,43.0349931,-87.922497,Whitefish Bay
251,Geoffery Bacon,Geoffery,Bacon,WR,2010,2327,2,0.7667,Army,Milwaukee,WI,43.0349931,-87.922497,Riverside
252,Mark Scarpinato,Mark,Scarpinato,DT,2011,900,3,0.8397,Michigan State,Milwaukee,WI,43.0349931,-87.922497,Marquette University
253,Joel Stave,Joel,Stave,PRO,2011,1895,2,0.7667,N/A,Milwaukee,WI,43.0349931,-87.922497,Whitnall
254,Marcus Horne,Marcus,Horne,RB,2012,1833,2,0.7927,Michigan State,Milwaukee,WI,43.0349931,-87.922497,Bradley Technology
255,Eric Murray,Eric,Murray,ATH,2012,2047,2,0.7791,Minnesota,Milwaukee,WI,43.0349931,-87.922497,Riverside
256,Josh Ruka,Josh,Ruka,OT,2012,2162,2,0.7724,Northern Illinois,Milwaukee,WI,43.0349931,-87.922497,Greenfield
257,Justin Montanez,Justin,Montanez,DT,2012,2319,2,0.7667,N/A,Milwaukee,WI,43.0349931,-87.922497,Riverside
258,Marquan Ellison,Marquan,Ellison,ATH,2012,2558,2,0.7581,Utah State,Milwaukee,WI,43.0349931,-87.922497,Bradley Technology
259,Carlos Dunlap,Carlos,Dunlap,SDE,2007,14,5,0.9935,Florida,North Charleston,SC,32.8546197,-79.9748103,Fort Dorchester
260,Robert Quinn,Robert,Quinn,WDE,2008,264,4,0.8993,North Carolina,North Charleston,SC,32.8546197,-79.9748103,Fort Dorchester
261,Brandon Ford,Brandon,Ford,WR,2008,514,3,0.8694,Clemson,North Charleston,SC,32.8546197,-79.9748103,Hanahan
262,Martez Wilson,Martez,Wilson,WDE,2007,15,5,0.9926,Illinois,Chicago,IL,41.8755546,-87.6244212,Simeon
263,Robert Hughes,Robert,Hughes,RB,2007,74,4,0.9648,Notre Dame,Chicago,IL,41.8755546,-87.6244212,Hubbard
264,Arthur Ray Jr.,Arthur,Ray Jr.,OG,2007,484,3,0.8608,Michigan State,Chicago,IL,41.8755546,-87.6244212,Mount Carmel
265,Charles Brown,Charles,Brown,WR,2007,671,3,0.8479,Northwestern,Chicago,IL,41.8755546,-87.6244212,Robeson
266,Marcus Thomas,Marcus,Thomas,CB,2007,776,3,0.8385,Illinois,Chicago,IL,41.8755546,-87.6244212,Morgan Park
267,Sean Cattouse,Sean,Cattouse,S,2007,796,3,0.8372,California,Chicago,IL,41.8755546,-87.6244212,Hubbard
268,Justin Hickman,Justin,Hickman,ILB,2007,938,3,0.8333,New Mexico,Chicago,IL,41.8755546,-87.6244212,Hubbard
269,Patrick George,Patrick,George,CB,2007,1207,3,0.8111,Northern Illinois,Chicago,IL,41.8755546,-87.6244212,DePaul College Prep
270,Keith Otis,Keith,Otis,OG,2007,1274,3,0.8052,Northern Illinois,Chicago,IL,41.8755546,-87.6244212,Hubbard
271,Darius Purcell,Darius,Purcell,S,2007,1540,2,0.7674,Illinois,Chicago,IL,41.8755546,-87.6244212,Hubbard
272,Xzavier Stewart,Xzavier,Stewart,DT,2007,1644,2,0.7667,Kansas State,Chicago,IL,41.8755546,-87.6244212,Morgan Park
273,Jordain Brown,Jordain,Brown,DT,2007,1696,2,0.7667,Miami (OH),Chicago,IL,41.8755546,-87.6244212,Hubbard
274,Ron Newcomb,Ron,Newcomb,TE,2007,1724,2,0.7556,Northern Illinois,Chicago,IL,41.8755546,-87.6244212,Mount Carmel
275,Ray Kennedy,Ray,Kennedy,DT,2007,1739,2,0.7444,Ball State,Chicago,IL,41.8755546,-87.6244212,Mount Carmel
276,Tim Kavanaugh,Tim,Kavanaugh,OG,2007,1992,2,0.7222,Arkansas State,Chicago,IL,41.8755546,-87.6244212,Mount Carmel
277,Keith Lewis,Keith,Lewis,CB,2007,2081,2,0.7222,Wyoming,Chicago,IL,41.8755546,-87.6244212,Mount Carmel
278,Tracy Wilson,Tracy,Wilson,ATH,2007,2091,2,0.7222,Northern Illinois,Chicago,IL,41.8755546,-87.6244212,St Francis De Sales
279,Darius Fleming,Darius,Fleming,OLB,2008,63,4,0.9705,Notre Dame,Chicago,IL,41.8755546,-87.6244212,St. Rita
280,Steve Filer,Steve,Filer,OLB,2008,88,4,0.9587,Notre Dame,Chicago,IL,41.8755546,-87.6244212,Mount Carmel
281,Brandon Green,Brandon,Green,WR,2008,306,4,0.8938,Minnesota,Chicago,IL,41.8755546,-87.6244212,Robeson
282,Glenn Foster,Glenn,Foster,WDE,2008,508,3,0.8701,Illinois,Chicago,IL,41.8755546,-87.6244212,Mount Carmel
283,Nate Palmer,Nate,Palmer,OLB,2008,682,3,0.8556,Illinois,Chicago,IL,41.8755546,-87.6244212,Simeon
284,Nate Palmer,Nate,Palmer,OLB,2008,799,3,0.8463,Illinois,Chicago,IL,41.8755546,-87.6244212,Simeon
285,Justin Pagan,Justin,Pagan,OT,2008,1087,3,0.8257,Indiana,Chicago,IL,41.8755546,-87.6244212,St. Patrick
286,Kevin Galeher,Kevin,Galeher,OG,2008,1090,3,0.8257,Western Michigan,Chicago,IL,41.8755546,-87.6244212,St Rita Of Cascia
287,Jeffery Allen,Jeffery,Allen,OG,2008,1182,3,0.8134,Illinois,Chicago,IL,41.8755546,-87.6244212,King College Prep
288,Johnny Johnson,Johnny,Johnson,CB,2008,1521,2,0.783,Minnesota,Chicago,IL,41.8755546,-87.6244212,Robeson
289,Justin Morgan,Justin,Morgan,WR,2008,1598,2,0.7667,Wyoming,Chicago,IL,41.8755546,-87.6244212,Mount Carmel
290,Lawrence Henning,Lawrence,Henning,OLB,2008,1779,2,0.7667,Western Michigan,Chicago,IL,41.8755546,-87.6244212,Mount Carmel
291,Craig Drummond,Craig,Drummond,SDE,2009,85,4,0.9605,Mississippi,Chicago,IL,41.8755546,-87.6244212,Morgan Park
292,Lendell Buckner,Lendell,Buckner,DT,2009,239,4,0.9052,Illinois,Chicago,IL,41.8755546,-87.6244212,Leo Catholic
293,Leon Hill,Leon,Hill,OG,2009,441,3,0.8781,Illinois,Chicago,IL,41.8755546,-87.6244212,Leo Catholic
294,Jack Ramsey,Jack,Ramsey,WR,2009,606,3,0.8662,Illinois,Chicago,IL,41.8755546,-87.6244212,Simeon
295,Martin Hopkins,Martin,Hopkins,ILB,2009,1339,3,0.8274,Iowa,Chicago,IL,41.8755546,-87.6244212,St. Rita
296,Jordan Lynch,Jordan,Lynch,DUAL,2009,1391,3,0.8212,Northern Illinois,Chicago,IL,41.8755546,-87.6244212,Mount Carmel
297,Dimitrius Carr-Watson,Dimitrius,Carr-Watson,FB,2009,1393,3,0.8208,Indiana,Chicago,IL,41.8755546,-87.6244212,Mount Carmel
298,Rodney Jaynes,Rodney,Jaynes,WR,2009,1928,2,0.7667,Wyoming,Chicago,IL,41.8755546,-87.6244212,Hales Franciscan
299,Nabal Jefferson,Nabal,Jefferson,DT,2009,2073,2,0.7444,Northern Illinois,Chicago,IL,41.8755546,-87.6244212,Marist
300,Bruce Gaston,Bruce,Gaston,DT,2010,556,3,0.8701,Purdue,Chicago,IL,41.8755546,-87.6244212,St Rita Of Cascia
301,Laken Tomlinson,Laken,Tomlinson,OG,2010,625,3,0.867,Duke,Chicago,IL,41.8755546,-87.6244212,Lane Technical
302,Louis Trinca-Pasat,Louis,Trinca-Pasat,WDE,2010,807,3,0.859,Iowa,Chicago,IL,41.8755546,-87.6244212,Lane Technical
303,Fabbians Ebbele,Fabbians,Ebbele,OT,2010,992,3,0.8528,Arizona,Chicago,IL,41.8755546,-87.6244212,Simeon
304,Andy Gallik,Andy,Gallik,OG,2010,1265,3,0.8417,Boston College,Chicago,IL,41.8755546,-87.6244212,Br Rice
305,Mike Perish,Mike,Perish,PRO,2010,1298,3,0.8417,Western Michigan,Chicago,IL,41.8755546,-87.6244212,Marist
306,Greg McKee,Greg,McKee,OT,2010,1304,3,0.841,Connecticut,Chicago,IL,41.8755546,-87.6244212,King College Prep
307,Darrius Moffett,Darrius,Moffett,ILB,2010,1383,3,0.8354,Eastern Michigan,Chicago,IL,41.8755546,-87.6244212,Hubbard
308,Da'Ron Brown,Da'Ron,Brown,WR,2010,1481,3,0.8333,Northern Illinois,Chicago,IL,41.8755546,-87.6244212,Morgan Park
309,Tory Squires,Tory,Squires,WDE,2010,1490,3,0.8333,Ball State,Chicago,IL,41.8755546,-87.6244212,DePaul College Prep
310,Brian Jones,Brian,Jones,CB,2010,1517,3,0.8323,Ball State,Chicago,IL,41.8755546,-87.6244212,Morgan Park
311,Milton Greer,Milton,Greer,RB,2010,1533,3,0.8306,Miami (OH),Chicago,IL,41.8755546,-87.6244212,Mount Carmel
312,Nathan Ollie,Nathan,Ollie,DT,2010,1871,3,0.8111,Ball State,Chicago,IL,41.8755546,-87.6244212,Mount Carmel
313,Matthew Mosley,Matthew,Mosley,OLB,2010,2046,2,0.7889,Ball State,Chicago,IL,41.8755546,-87.6244212,Morgan Park
314,Chris Bryant,Chris,Bryant,OT,2011,516,3,0.8617,Michigan,Chicago,IL,41.8755546,-87.6244212,Simeon
315,James Adeyanju,James,Adeyanju,WDE,2011,606,3,0.8566,Wisconsin,Chicago,IL,41.8755546,-87.6244212,Curie Metropolitan
316,Mason Fuller,Mason,Fuller,DT,2011,1536,2,0.7915,Northern Illinois,Chicago,IL,41.8755546,-87.6244212,Urban Prep Academies
317,Terry Baggett,Terry,Baggett,RB,2011,1899,2,0.7667,Army,Chicago,IL,41.8755546,-87.6244212,Whitney Young
318,Demarius Reed,Demarius,Reed,CB,2011,2081,2,0.7582,Eastern Michigan,Chicago,IL,41.8755546,-87.6244212,Simeon
319,Tim Gorski,Tim,Gorski,OT,2011,2448,2,0.7333,Western Kentucky,Chicago,IL,41.8755546,-87.6244212,St. Rita
320,Mike Lucas,Mike,Lucas,OG,2011,2549,2,0.7333,Ohio,Chicago,IL,41.8755546,-87.6244212,St. Patrick
321,Horacito Banks,Horacito,Banks,CB,2011,2628,2,0.7,Ball State,Chicago,IL,41.8755546,-87.6244212,Simeon
322,Darius Scott,Darius,Scott,ATH,2011,2633,2,0.7,Eastern Michigan,Chicago,IL,41.8755546,-87.6244212,Simeon
323,Jordan Diamond,Jordan,Diamond,OT,2012,97,4,0.9557,Auburn,Chicago,IL,41.8755546,-87.6244212,Simeon
324,Robert Gregory,Robert,Gregory,DUAL,2012,366,4,0.8915,Purdue,Chicago,IL,41.8755546,-87.6244212,Simeon
325,Maurice Fleming,Maurice,Fleming,ATH,2012,478,3,0.8797,Iowa,Chicago,IL,41.8755546,-87.6244212,Curie Metropolitan
326,Vontrell Williams,Vontrell,Williams,DT,2012,582,3,0.8732,Illinois,Chicago,IL,41.8755546,-87.6244212,Mount Carmel
327,Mikhail Dubose,Mikhail,Dubose,WDE,2012,1374,3,0.819,Western Michigan,Chicago,IL,41.8755546,-87.6244212,Hubbard
328,Mario Jones,Mario,Jones,DT,2012,1488,3,0.8124,Northern Illinois,Chicago,IL,41.8755546,-87.6244212,Hubbard
329,Phillip Martin,Phillip,Martin,DT,2012,1855,2,0.7915,Toledo,Chicago,IL,41.8755546,-87.6244212,Kenwood Academy
330,Lance Sanders,Lance,Sanders,SDE,2012,1928,2,0.7877,Central Michigan,Chicago,IL,41.8755546,-87.6244212,Leo Catholic
331,Nick Roach,Nick,Roach,OT,2012,1962,2,0.7842,Western Michigan,Chicago,IL,41.8755546,-87.6244212,Mount Carmel
332,Desroy Maxwell,Desroy,Maxwell,SDE,2012,2023,2,0.7806,Northern Illinois,Chicago,IL,41.8755546,-87.6244212,Amundsen
333,Charles Elmore,Charles,Elmore,S,2012,2317,2,0.7667,N/A,Chicago,IL,41.8755546,-87.6244212,St. Rita
334,Dae'Shaun Hurley,Dae'Shaun,Hurley,ATH,2012,2461,2,0.7632,Ball State,Chicago,IL,41.8755546,-87.6244212,Morgan Park
335,Brandon Greer,Brandon,Greer,S,2012,2533,2,0.7581,Central Michigan,Chicago,IL,41.8755546,-87.6244212,Mount Carmel
336,Pat O'Connor,Pat,O'Connor,WDE,2012,2693,2,0.7475,Eastern Michigan,Chicago,IL,41.8755546,-87.6244212,St Rita Of Cascia
337,Lance Baggett,Lance,Baggett,DT,2012,2771,2,0.7381,Army,Chicago,IL,41.8755546,-87.6244212,Chicago Military Academy
338,Corey Thomas,Corey,Thomas,DT,2012,2825,2,0.7333,Northern Illinois,Chicago,IL,41.8755546,-87.6244212,Aspira Charter
339,Brian Canoy,Brian,Canoy,DT,2012,2858,2,0.7333,Northern Illinois,Chicago,IL,41.8755546,-87.6244212,St. Patrick
340,Ladell Fleming,Ladell,Fleming,OLB,2012,2942,2,0.7331,Northern Illinois,Chicago,IL,41.8755546,-87.6244212,Julian
341,Kenny Golladay,Kenny,Golladay,WR,2012,3041,2,0.7,Northern Illinois,Chicago,IL,41.8755546,-87.6244212,St. Rita
342,Keith Harris Jr.,Keith,Harris Jr.,RB,2012,3043,2,0.7,Northern Illinois,Chicago,IL,41.8755546,-87.6244212,Leo Catholic
343,Shaquille Joyner,Shaquille,Joyner,ILB,2012,3098,1,0.6676,N/A,Chicago,IL,41.8755546,-87.6244212,Simeon
344,Ronald Johnson,Ronald,Johnson,CB,2007,16,5,0.9923,USC,Muskegon,MI,43.2341813,-86.2483921,Muskegon
345,Ashton Leggett,Ashton,Leggett,RB,2007,1094,3,0.8167,Michigan State,Muskegon,MI,43.2341813,-86.2483921,Muskegon
346,Steven Winston,Steven,Winston,SDE,2008,1553,2,0.7734,Central Michigan,Muskegon,MI,43.2341813,-86.2483921,Muskegon Heights
347,Justin Semmes,Justin,Semmes,FB,2009,998,3,0.8479,Miami (OH),Muskegon,MI,43.2341813,-86.2483921,Orchard View
348,Damon Knox,Damon,Knox,SDE,2011,960,3,0.8366,Michigan State,Muskegon,MI,43.2341813,-86.2483921,Muskegon
349,Willie Snead,Willie,Snead,WR,2011,2543,2,0.7333,Ball State,Muskegon,MI,43.2341813,-86.2483921,Muskegon Heights
350,Juwan Lewis,Juwan,Lewis,RB,2012,782,3,0.8571,Eastern Michigan,Muskegon,MI,43.2341813,-86.2483921,Muskegon
351,Evan Winston,Evan,Winston,SDE,2012,901,3,0.8478,Missouri,Muskegon,MI,43.2341813,-86.2483921,Muskegon Heights
352,John Waller,John,Waller,FB,2012,2718,2,0.7431,N/A,Muskegon,MI,43.2341813,-86.2483921,North Muskegon
353,Tyrod Taylor,Tyrod,Taylor,DUAL,2007,17,5,0.9914,Virginia Tech,Hampton,VA,37.0300969,-76.3452057,Hampton
354,Maurice Hampton,Maurice,Hampton,OT,2007,757,3,0.8389,Maryland,Hampton,VA,37.0300969,-76.3452057,Phoebus
355,Haroon Brown,Haroon,Brown,FB,2007,1349,2,0.7924,Maryland,Hampton,VA,37.0300969,-76.3452057,Phoebus
356,Landon Givers,Landon,Givers,OLB,2007,1529,2,0.7705,Middle Tennessee State,Hampton,VA,37.0300969,-76.3452057,Phoebus
357,Tajh Boyd,Tajh,Boyd,PRO,2009,31,5,0.984,Clemson,Hampton,VA,37.0300969,-76.3452057,Phoebus
358,Dominik Davenport,Dominik,Davenport,DT,2009,406,3,0.882,West Virginia,Hampton,VA,37.0300969,-76.3452057,Phoebus
359,James Gayle,James,Gayle,SDE,2009,448,3,0.8778,Virginia Tech,Hampton,VA,37.0300969,-76.3452057,Bethel
360,Shawne Alston,Shawne,Alston,RB,2009,811,3,0.8559,West Virginia,Hampton,VA,37.0300969,-76.3452057,Phoebus
361,Tyrel Wilson,Tyrel,Wilson,WDE,2009,836,3,0.8556,Virginia Tech,Hampton,VA,37.0300969,-76.3452057,Hampton
362,LoVante Battle,LoVante,Battle,S,2009,1789,2,0.7889,Virginia,Hampton,VA,37.0300969,-76.3452057,Phoebus
363,Rijo Walker,Rijo,Walker,CB,2010,1220,3,0.8448,Virginia,Hampton,VA,37.0300969,-76.3452057,Bethel
364,Daquan Romero,Daquan,Romero,WDE,2011,597,3,0.8569,Virginia,Hampton,VA,37.0300969,-76.3452057,Phoebus
365,David Watford,David,Watford,DUAL,2011,769,3,0.8473,Virginia,Hampton,VA,37.0300969,-76.3452057,Hampton
366,Caleb Taylor,Caleb,Taylor,OLB,2011,845,3,0.8432,Virginia,Hampton,VA,37.0300969,-76.3452057,Phoebus
367,Romond Deloatch,Romond,Deloatch,WR,2012,1176,3,0.8325,Temple,Hampton,VA,37.0300969,-76.3452057,Phoebus
368,Jamall Brown,Jamall,Brown,WR,2012,1594,3,0.8074,Virginia,Hampton,VA,37.0300969,-76.3452057,Hampton
369,Dallas Cogdell,Dallas,Cogdell,RB,2012,1881,2,0.7899,N/A,Hampton,VA,37.0300969,-76.3452057,Hampton
370,Eric Enderson,Eric,Enderson,K,2012,3013,2,0.7098,Delaware,Hampton,VA,37.0300969,-76.3452057,Phoebus
371,James Wilson,James,Wilson,OT,2007,18,5,0.9896,Florida,Ponte Vedra Beach,FL,30.2396865,-81.3856384,Nease
372,Clyde Yandell,Clyde,Yandell,OT,2007,449,3,0.8639,Georgia Tech,Ponte Vedra Beach,FL,30.2396865,-81.3856384,Nease
373,Mario Butler,Mario,Butler,CB,2007,596,3,0.8528,Georgia Tech,Ponte Vedra Beach,FL,30.2396865,-81.3856384,Nease
374,Danny Russell,Danny,Russell,SDE,2007,1090,3,0.8177,Connecticut,Ponte Vedra Beach,FL,30.2396865,-81.3856384,Nease
375,Ramon Booi,Ramon,Booi,OG,2008,601,3,0.8622,Wake Forest,Ponte Vedra Beach,FL,30.2396865,-81.3856384,Nease
376,Riley Haynes,Riley,Haynes,ILB,2008,715,3,0.8542,Wake Forest,Ponte Vedra Beach,FL,30.2396865,-81.3856384,Nease
377,Ted Stachitas,Ted,Stachitas,DUAL,2008,777,3,0.8479,Wake Forest,Ponte Vedra Beach,FL,30.2396865,-81.3856384,Nease
378,Dalton Faulds,Dalton,Faulds,OG,2008,871,3,0.8399,East Carolina,Ponte Vedra Beach,FL,30.2396865,-81.3856384,Nease
379,Hunter Bates,Hunter,Bates,S,2008,1311,3,0.8052,Northwestern,Ponte Vedra Beach,FL,30.2396865,-81.3856384,Nease
380,Graham Bates,Graham,Bates,APB,2008,2061,2,0.7,Arkansas State,Ponte Vedra Beach,FL,30.2396865,-81.3856384,Nease
381,Frank Souza,Frank,Souza,OG,2009,588,3,0.8684,Wake Forest,Ponte Vedra Beach,FL,30.2396865,-81.3856384,Nease
382,John Gallagher,John,Gallagher,SDE,2009,710,3,0.8608,Wake Forest,Ponte Vedra Beach,FL,30.2396865,-81.3856384,Nease
383,Matt Roth,Matt,Roth,WDE,2011,633,3,0.8555,Virginia Tech,Ponte Vedra Beach,FL,30.2396865,-81.3856384,Nease
384,Max Chapman,Max,Chapman,WDE,2011,1165,3,0.8242,Northwestern,Ponte Vedra Beach,FL,30.2396865,-81.3856384,Nease
385,Jaylen Hunter,Jaylen,Hunter,OG,2011,2063,2,0.7582,N/A,Ponte Vedra Beach,FL,30.2396865,-81.3856384,Nease
386,Kyle Federico,Kyle,Federico,K,2012,1542,3,0.8101,Rutgers,Ponte Vedra Beach,FL,30.2396865,-81.3856384,Ponte Vedra
387,Denzell Hayden,Denzell,Hayden,ATH,2012,2203,2,0.7682,N/A,Ponte Vedra Beach,FL,30.2396865,-81.3856384,Nease
388,Michael Parrotta,Michael,Parrotta,ATH,2012,2861,2,0.7333,UAB,Ponte Vedra Beach,FL,30.2396865,-81.3856384,Ponte Vedra
389,Aaron Corp,Aaron,Corp,PRO,2007,19,5,0.9884,USC,Orange,CA,33.7500378,-117.8704931,Orange Lutheran
390,Austin Pettis,Austin,Pettis,WR,2007,545,3,0.8556,Boise State,Orange,CA,33.7500378,-117.8704931,Orange Lutheran
391,Blake Ayles,Blake,Ayles,TE,2008,16,5,0.9911,USC,Orange,CA,33.7500378,-117.8704931,Orange Lutheran
392,Ricky Pemasa,Ricky,Pemasa,OLB,2008,995,3,0.8333,Fresno State,Orange,CA,33.7500378,-117.8704931,Orange Lutheran
393,Terrence Brown,Terrence,Brown,CB,2009,1406,3,0.8194,Stanford,Orange,CA,33.7500378,-117.8704931,Orange Lutheran
394,Gabe Lemon,Gabe,Lemon,CB,2009,1710,2,0.7889,San Diego State,Orange,CA,33.7500378,-117.8704931,Orange Lutheran
